date,tip_obs_gwei,total_gas_used,tx_count,tip_median_gwei,tip_mean_gwei,tip_p90_gwei,tip_max_gwei,tip_is_estimated
2023-12-15,8.554920597048778,107844138701,7134,3.9697194099417628,8.15469677751429,13.462830850270109,1062.8896457336211,False
2023-12-16,5.270546792239982,107658432944,7108,3.0395341311661337,5.941135290983814,9.963416966786252,1125.3202136090779,False
2023-12-17,4.4140298055178055,107644874518,7122,2.5446137305938734,4.78024201990519,8.552274122842835,321.4020555127176,False
2023-12-18,6.475507219894484,107799727606,7136,3.938690210011632,6.862253453565818,12.719251423016185,677.7846406411079,False
2023-12-19,5.1605092090804305,107521423941,7114,3.252725391892999,5.333683815406274,10.039371838989766,287.32621706182607,False
2023-12-20,4.882222623572586,107579988983,7116,2.8428695503701533,5.116413616678397,9.123326110982443,562.1185328173201,False
2023-12-21,4.508691925257437,107751019186,7144,2.6580414237000882,4.723856606128743,8.698846042062637,819.0761970744785,False
2023-12-22,4.6446180729154785,107605180103,7131,2.753155046557966,4.814531172522189,8.79492415763285,841.1767647353158,False
2023-12-23,4.650382602423405,107629555293,7127,2.416596525867734,5.410347811439868,8.17874601724395,4094.8664874905976,False
2023-12-24,4.994280497566183,107427708036,7115,2.731195364325796,5.3425446097431255,11.783878768767263,590.5009846962988,False
2023-12-25,3.574401971799639,107288173904,7106,2.0903065010965234,3.822439280736928,7.1324340062316285,642.0514058380194,False
2023-12-26,3.855067132997407,107826286358,7142,2.1734335546699244,4.27767465053296,7.667024256617871,1854.0139016583646,False
2023-12-27,4.21502944654391,107320132740,7108,2.534589507936601,4.321429524049008,7.56519892884895,253.20002916071104,False
2023-12-28,5.347254549266404,107586891315,7128,2.8330210943404626,5.621431131646545,9.585770795931394,1759.1283755176507,False
2023-12-29,4.780489333169201,107328229193,7115,2.7887646619231683,4.89093277448671,9.30580907665437,214.7107582122897,False
2023-12-30,3.2108585821230604,107328398745,7108,1.978025101956344,3.386133842028516,6.286129732993538,267.84332099517616,False
2023-12-31,2.6821417176053663,107822421080,7137,1.6270088928280577,3.6546508290272444,4.762414470066302,5287.470536285114,False
2024-01-01,2.9216357245079863,107407637525,7107,1.826585834968479,3.133256688242508,5.511557364997066,283.81756826782487,False
2024-01-02,3.7203789003728365,107478678978,7122,2.4003223254573345,3.9211478652143437,7.120924816385435,269.6252944116213,False
2024-01-03,6.100559281147455,107766428329,7129,3.077387874504332,6.259555157262802,10.912856450653322,1048.4635237025866,False
2024-01-04,4.2717678708887155,107488204769,7128,2.7089298705189155,4.410495809976724,8.002051574824035,354.0012576003356,False
2024-01-05,3.533180706046019,107245315367,7100,2.1497731586224527,3.586188097013521,6.343213924551524,393.27063611886706,False
2024-01-06,2.706054596560688,106831408703,7058,1.807572327694318,2.9927662022575987,5.12584842849619,853.0390515692177,False
2024-01-07,2.907349831892469,107394196834,7083,1.7394788533358188,3.2241832996744795,5.368206717201534,872.4082355512288,False
2024-01-08,3.720964129920114,107128253991,7089,2.357716076768137,3.957003267494575,6.926919354278632,601.7903818753285,False
2024-01-09,4.964099996201233,107735811426,7127,2.5844754617396117,5.351399091023317,9.984584234726716,641.5586708776146,False
2024-01-10,6.454026182151783,108039914246,7140,2.8903314827089623,6.163784153475785,11.00568138677282,344.26884636388917,False
2024-01-11,4.124912453088513,107494111854,7126,2.6253474295716313,4.364139023113684,7.899015083297373,355.78809380574,False
2024-01-12,4.257617244474724,108005495587,7150,2.292455695932162,4.282844051595161,7.277145125512403,957.0010944833664,False
2024-01-13,3.4325327703599884,108005730581,7153,2.3349287227105893,3.6538730189618756,6.600105992422249,744.0550855867858,False
2024-01-14,4.331417593696162,108134241314,7158,2.827686012526466,4.482437855864507,7.548441787320335,337.5243185732463,False
2024-01-15,3.7598457702350534,108163633646,7159,2.4594113186383875,3.905260415766923,6.848295861996776,880.6418985888901,False
2024-01-16,5.68253368090207,108180953706,7166,3.8760482136761247,5.783246022053841,10.93957809630455,159.58930394247128,False
2024-01-17,5.712751199172031,107968963473,7143,3.6988000580749194,6.012486181741313,11.379327749093736,877.9241025532572,False
2024-01-18,4.755638512646175,107969323481,7153,2.8282910721181054,4.926439562102611,9.074126098318736,478.6658713422617,False
2024-01-19,5.00724172869756,108078043228,7163,2.933468243580623,5.3176630705292345,9.70688580187452,751.1775229412257,False
2024-01-20,3.396482593710614,108259517050,7166,2.1647763199896946,3.5462266159769644,6.62626801276799,253.12125232601332,False
2024-01-21,3.304237788394153,106895847127,7072,1.8971563363719919,3.4469328263547068,6.027964098552125,572.6613311678813,False
2024-01-22,3.7674798995467174,107066175822,7084,2.267440249003587,4.2318947055902685,7.214521884098621,885.2649157368938,False
2024-01-23,3.804741099827245,107559721243,7117,2.2430808868090097,4.174821478865298,7.534019702513793,308.71787833574956,False
2024-01-24,3.3631844403236024,107890753868,7141,2.0601364442432866,3.607095017753291,6.79087578995672,280.37715243843724,False
2024-01-25,4.230404316766904,107897157665,7138,2.3690418298093547,4.3891572422089205,7.856197019682498,506.85176345002986,False
2024-01-26,4.112643245117954,107806677082,7141,2.2903081132315872,4.610149025842164,8.414411974863699,720.302013272378,False
2024-01-27,2.441213618771834,107624862310,7126,1.450521949358258,2.6203147459569167,4.6998047342332185,239.7713873395002,False
2024-01-28,2.4568888069060857,107888489936,7138,1.5438346420254043,2.773039905534862,4.8876145422613755,293.1170476414222,False
2024-01-29,3.481839786354601,107991132926,7137,1.857107816033624,3.638085910063133,6.016619192984858,716.1674166401135,False
2024-01-30,6.770546662660385,107940522562,7151,3.090462759347159,6.6226311586610525,11.956721791586387,2182.435427871838,False
2024-01-31,5.210707080592518,107737421516,7129,2.9005802070479936,5.569113343098314,10.135553517436385,525.1267598155143,False
2024-02-01,4.617663077987523,107815064064,7127,2.7328758798492707,5.072169754601979,9.653385699990318,255.886098196358,False
2024-02-02,4.539573294351359,107869357288,7123,2.3871728504875613,5.770878708974732,8.975847490250342,6200.127288127725,False
2024-02-03,4.904818079210986,107882343219,7117,2.2289380476649545,5.556431737517994,11.526662959611837,503.47074301265997,False
2024-02-04,2.732121424968726,107809884439,7111,1.7687247736769323,3.1276789922855968,6.138040195936483,144.3964886174469,False
2024-02-05,3.1725963284514376,107912071842,7123,1.7430562563663712,3.4388650056685015,5.690410440992294,843.9657775609434,False
2024-02-06,5.014789350906384,107853818287,7125,2.9159636902619965,5.246090055796321,10.708622277430752,251.90973010783063,False
2024-02-07,5.564816431366148,108032034472,7132,2.8988690845710634,5.92001971008605,12.185728099203716,336.3900968180607,False
2024-02-08,7.51382138440264,107796228622,7120,4.625171361530379,7.83569787753975,14.698572428798554,1233.79273907217,False
2024-02-09,7.926677196997134,107744163399,7134,4.438525534714474,7.848752971262347,15.49189100446909,570.0581390925814,False
2024-02-10,5.644776843025295,107920858560,7122,3.3138005696519794,5.949738853493038,12.40286220261528,598.9997213902458,False
2024-02-11,4.624907007438593,107973234501,7120,2.6614310338841367,5.046026040340775,10.49855536838068,328.0171369921491,False
2024-02-12,6.403111239041714,108336399815,7135,3.3358399468168196,6.661649700799898,13.77896259153044,489.97849763513244,False
2024-02-13,5.9736457613284735,108034822123,7128,3.0548232437025598,6.103929778796852,10.928338601372863,1408.50414354955,False
2024-02-14,4.5704633791750515,107963565178,7119,2.78857642498897,5.344766586758214,9.87278439313222,512.6223072124011,False
2024-02-15,5.856446264052116,107909845451,7130,3.147537033337809,5.969920614103552,11.300285120589324,554.0729038336858,False
2024-02-16,4.187245962541806,107876645228,7130,2.7046235917852934,4.938780860163858,8.301890167126379,2746.228605773097,False
2024-02-17,3.3514468972485383,107808972332,7113,2.1579536693164587,3.8148055038727082,7.162863494920925,251.26832476402637,False
2024-02-18,3.8460837912773607,107612687137,7096,2.6969742167245223,4.318713017247866,8.156452648802688,220.67574856705176,False
2024-02-19,4.927875172654304,107596176309,7109,3.321934949601378,5.441076453273604,10.024123726539978,520.3223650185996,False
2024-02-20,5.174974048462131,108103664047,7138,2.978973382343554,5.972107119718314,10.1214386705048,1747.5939555087296,False
2024-02-21,4.311990215252646,107696619297,7117,2.839452224056885,4.804210051895763,8.83735351292304,696.7445947542813,False
2024-02-22,4.736611842687677,108040640154,7125,3.107707922241959,5.113526560219387,9.463886559939867,211.11308555812855,False
2024-02-23,4.758697220958898,108054519966,7140,2.9514436641282096,5.3947923735370225,9.961580893017219,626.3710114222991,False
2024-02-24,3.460931092635616,108601405592,7161,2.3794102749285013,3.9700176082235386,7.178296044159452,405.36651383425993,False
2024-02-25,3.4306050749287063,108425387700,7146,2.3162437496141086,3.930295465313695,6.99060324352591,241.1411042394605,False
2024-02-26,4.2114740535334905,108199123255,7140,2.813257665334266,4.9074634716234184,8.705411526137967,493.26879746517363,False
2024-02-27,5.220765419840535,108378433181,7150,3.611808390907093,6.024376965111958,10.975790285503082,600.6202152500308,False
2024-02-28,6.250218500159236,108230695232,7145,3.5419822560756122,6.731453235914455,11.45024010241275,402.25977337956164,False
2024-02-29,5.2871257539960475,108219695232,7142,3.781443801632587,5.966696218748049,10.834847844833714,423.35793343118144,False
2024-03-01,4.781122853851354,108685731684,7165,3.094467925500157,5.601343549448643,10.044480850669414,625.60314057324,False
2024-03-02,4.7556984516563805,108495209709,7148,3.3817412363323585,5.647138351574325,10.285388059059903,660.2047302355022,False
2024-03-03,4.820567111050241,108718074450,7160,3.2825416617342125,5.695724180046736,9.798847275542226,740.7150420692618,False
2024-03-04,7.2134772648164605,108653858699,7167,5.024863923192586,8.160848131391072,14.667970393994388,455.0337406191286,False
2024-03-05,8.979433999869226,108593584113,7164,5.767204904509384,10.053545982945527,18.533991999786927,626.8497942572103,False
2024-03-06,7.360899590966465,108438373463,7163,4.792675477227687,8.017291742741296,13.701363550455099,2392.0009434088192,False
2024-03-07,6.782756791385854,108463146699,7160,4.039954998653398,7.264605182197671,12.499249991509956,583.8523060599747,False
2024-03-08,6.073535797357133,107525961766,7088,4.059273316067347,6.775596026916106,12.127286596140245,476.95560544349877,False
2024-03-09,4.926042262183531,108667500359,7160,3.466667361618307,5.789850403386973,10.377396312356321,1197.5630553426615,False
2024-03-10,6.415811949207721,108424806273,7152,4.1904495999870965,7.255390670576992,12.913804624686893,752.3953218978917,False
2024-03-11,6.799878938910774,108427298106,7152,4.428936735873425,7.586392365161078,13.003012294917,700.7648482757752,False
2024-03-12,6.3740840533950385,108407847684,7153,3.941814631816712,7.159119742571486,12.375743851445437,952.9120771832098,False
