date,u_t,C_fee,base_fee_gwei,G_eff,gas_price_gwei,S_t,S_regime,l1_tx_count,l2_tx_total,A_t,arbitrum_tx_count,A_arbitrum,optimism_tx_count,A_optimism,base_tx_count,A_base,P_calldata_bytes,P_calldata_mb,eth_close_usd,eth_return_1d,eth_return_1d_log,eth_volatility_30d,eth_price_log,regime_pre_london,regime_post_london,regime_post_merge,regime_post_dencun,weekday,is_weekend,day_of_month,is_month_end,D_star_lite,D_star_lite_evr,D_eth_return,D_cex_volume,D_trends,realized_volatility,cex_volume_log,trends_ethereum,stablecoin_net_usd,D_star
2016-01-30,,,,24.93092056794992,67198755701.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,30,True,,,,,,,,,,
2016-01-31,,,,24.921143899043965,66544976813.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,31,True,,,,,,,,,,
2016-02-01,,,,24.915494496179814,66170097350.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,1,False,,,,,,,,,,
2016-02-02,,,,24.909332445389747,65763607541.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,2,False,,,,,,,,,,
2016-02-03,,,,24.88431473529716,64138762372.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,3,False,,,,,,,,,,
2016-02-04,,,,25.019312640045612,73409019027.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,4,False,,,,,,,,,,
2016-02-05,,,,24.946693304131546,68267066894.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,5,False,,,,,,,,,,
2016-02-06,,,,25.60543717618871,131916789237.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,6,False,,,,,,,,,,
2016-02-07,,,,25.126005788646985,81674346130.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,7,False,,,,,,,,,,
2016-02-08,,,,25.111084649163224,80464718771.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,8,False,,,,,,,,,,
2016-02-09,,,,25.547653115115242,124510154916.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,9,False,,,,,,,,,,
2016-02-10,,,,25.674980298567917,141417210581.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,10,False,,,,,,,,,,
2016-02-11,,,,24.919361615991644,66426480457.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,11,False,,,,,,,,,,
2016-02-12,,,,24.863217108184035,62799761220.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,12,False,,,,,,,,,,
2016-02-13,,,,24.779029723376947,57729244744.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,13,False,,,,,,,,,,
2016-02-14,,,,24.70256499925919,53479540613.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,14,False,,,,,,,,,,
2016-02-15,,,,24.762598206242014,56788416456.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,15,False,,,,,,,,,,
2016-02-16,,,,24.745301191552038,55814592783.0,,,,,,,,,,,,,,,,,,,True,False,False,False,1,False,16,False,,,,,,,,,,
2016-02-17,,,,24.72333416868265,54601880947.0,,,,,,,,,,,,,,,,,,,True,False,False,False,2,False,17,False,,,,,,,,,,
2016-02-18,,,,24.721722855818594,54513971078.0,,,,,,,,,,,,,,,,,,,True,False,False,False,3,False,18,False,,,,,,,,,,
2016-02-19,,,,24.723450287702,54608221632.0,,,,,,,,,,,,,,,,,,,True,False,False,False,4,False,19,False,,,,,,,,,,
2016-02-20,,,,24.708134734182682,53778238540.0,,,,,,,,,,,,,,,,,,,True,False,False,False,5,True,20,False,,,,,,,,,,
2016-02-21,,,,24.7169637748503,54255151037.0,,,,,,,,,,,,,,,,,,,True,False,False,False,6,True,21,False,,,,,,,,,,
2016-02-22,,,,24.81055188938052,59577980579.0,,,,,,,,,,,,,,,,,,,True,False,False,False,0,False,22,False,,,,,,,,,,
